id,id_genre,genre
28387,10749.0,Romance
48750,18.0,Drama
48750,36.0,History
20927,18.0,Drama
20927,10749.0,Romance
36929,35.0,Comedy
36929,10751.0,Family
9102,27.0,Horror
9102,878.0,Science Fiction
124626,99.0,Documentary
27526,18.0,Drama
27526,53.0,Thriller
9623,18.0,Drama
9623,53.0,Thriller
46785,10751.0,Family
46785,18.0,Drama
400,18.0,Drama
400,80.0,Crime
880,18.0,Drama
880,35.0,Comedy
146599,10749.0,Romance
146599,18.0,Drama
8447,18.0,Drama
8447,10749.0,Romance
10534,28.0,Action
10534,18.0,Drama
17414,12.0,Adventure
17414,35.0,Comedy
17414,10751.0,Family
13997,35.0,Comedy
2086,80.0,Crime
2086,18.0,Drama
2086,53.0,Thriller
61548,18.0,Drama
9095,18.0,Drama
9095,27.0,Horror
9095,53.0,Thriller
9095,10749.0,Romance
12158,35.0,Comedy
12158,27.0,Horror
12158,10749.0,Romance
9283,35.0,Comedy
9283,18.0,Drama
9283,10749.0,Romance
9208,28.0,Action
9208,12.0,Adventure
9208,18.0,Drama
9208,53.0,Thriller
40154,35.0,Comedy
406,18.0,Drama
45549,28.0,Action
45549,12.0,Adventure
45549,18.0,Drama
45549,878.0,Science Fiction
45549,53.0,Thriller
63076,99.0,Documentary
11062,18.0,Drama
11062,53.0,Thriller
13685,35.0,Comedy
13685,80.0,Crime
13685,18.0,Drama
47475,35.0,Comedy
47475,10749.0,Romance
2045,18.0,Drama
2045,9648.0,Mystery
2045,878.0,Science Fiction
2045,53.0,Thriller
9614,35.0,Comedy
688,18.0,Drama
688,10749.0,Romance
11907,18.0,Drama
11907,35.0,Comedy
11907,10751.0,Family
10874,28.0,Action
10874,35.0,Comedy
10874,10402.0,Music
10874,10751.0,Family
10874,12.0,Adventure
89333,99.0,Documentary
96357,80.0,Crime
197,28.0,Action
197,18.0,Drama
197,36.0,History
197,10752.0,War
103,80.0,Crime
103,18.0,Drama
33542,80.0,Crime
33542,28.0,Action
33542,35.0,Comedy
33542,53.0,Thriller
43566,18.0,Drama
43566,53.0,Thriller
71754,18.0,Drama
43612,35.0,Comedy
51352,99.0,Documentary
51352,18.0,Drama
51352,10769.0,Foreign
16934,35.0,Comedy
16934,80.0,Crime
16934,18.0,Drama
10324,35.0,Comedy
10324,10749.0,Romance
78406,35.0,Comedy
78406,18.0,Drama
55731,28.0,Action
55731,12.0,Adventure
55731,35.0,Comedy
55731,18.0,Drama
55731,10751.0,Family
32119,18.0,Drama
11066,35.0,Comedy
11066,10749.0,Romance
11104,18.0,Drama
11104,35.0,Comedy
11104,10749.0,Romance
37975,18.0,Drama
37975,10749.0,Romance
2074,35.0,Comedy
2074,10749.0,Romance
27793,14.0,Fantasy
44284,18.0,Drama
110972,35.0,Comedy
110972,10749.0,Romance
32622,35.0,Comedy
32622,18.0,Drama
73067,18.0,Drama
73067,10749.0,Romance
73067,10752.0,War
11863,28.0,Action
11863,53.0,Thriller
11863,9648.0,Mystery
11863,10749.0,Romance
55475,35.0,Comedy
55475,18.0,Drama
55475,10749.0,Romance
124636,10402.0,Music
124636,99.0,Documentary
9101,35.0,Comedy
123360,99.0,Documentary
5757,35.0,Comedy
39428,18.0,Drama
9302,18.0,Drama
9302,10749.0,Romance
11000,35.0,Comedy
249882,18.0,Drama
16388,35.0,Comedy
16388,18.0,Drama
16388,10749.0,Romance
9737,28.0,Action
9737,35.0,Comedy
9737,80.0,Crime
9737,53.0,Thriller
30765,28.0,Action
30765,12.0,Adventure
30765,18.0,Drama
30765,10751.0,Family
10474,18.0,Drama
10474,80.0,Crime
22279,10749.0,Romance
22279,18.0,Drama
22279,35.0,Comedy
30157,80.0,Crime
30157,35.0,Comedy
30157,18.0,Drama
30157,53.0,Thriller
568,18.0,Drama
11780,12.0,Adventure
34996,18.0,Drama
34996,27.0,Horror
414,28.0,Action
414,80.0,Crime
414,14.0,Fantasy
649,18.0,Drama
649,10749.0,Romance
1873,18.0,Drama
1873,53.0,Thriller
5894,35.0,Comedy
1775,28.0,Action
1775,35.0,Comedy
8839,14.0,Fantasy
8839,35.0,Comedy
8839,10751.0,Family
20649,9648.0,Mystery
20649,80.0,Crime
20649,18.0,Drama
10329,28.0,Action
10329,12.0,Adventure
10329,18.0,Drama
10329,9648.0,Mystery
10329,878.0,Science Fiction
10329,53.0,Thriller
8963,28.0,Action
8963,53.0,Thriller
8963,18.0,Drama
26564,99.0,Documentary
8068,53.0,Thriller
8068,28.0,Action
8068,80.0,Crime
8512,18.0,Drama
8512,9648.0,Mystery
8512,53.0,Thriller
1572,28.0,Action
1572,53.0,Thriller
13552,28.0,Action
13552,35.0,Comedy
13552,80.0,Crime
13552,18.0,Drama
259209,18.0,Drama
259209,80.0,Crime
6520,28.0,Action
6520,12.0,Adventure
6520,18.0,Drama
6520,10749.0,Romance
9073,12.0,Adventure
10428,28.0,Action
10428,80.0,Crime
10428,53.0,Thriller
10428,18.0,Drama
17447,35.0,Comedy
17447,18.0,Drama
17447,10749.0,Romance
9886,12.0,Adventure
9886,28.0,Action
9886,18.0,Drama
9886,878.0,Science Fiction
9886,53.0,Thriller
9482,878.0,Science Fiction
19326,35.0,Comedy
19326,18.0,Drama
9344,18.0,Drama
9344,80.0,Crime
9071,18.0,Drama
9071,35.0,Comedy
8973,9648.0,Mystery
8973,27.0,Horror
8973,53.0,Thriller
15730,35.0,Comedy
15730,18.0,Drama
47608,18.0,Drama
47608,10751.0,Family
47608,10749.0,Romance
2293,10749.0,Romance
2293,35.0,Comedy
9070,28.0,Action
9070,12.0,Adventure
9070,878.0,Science Fiction
9070,10751.0,Family
9070,14.0,Fantasy
68274,35.0,Comedy
68274,18.0,Drama
68274,10749.0,Romance
48787,53.0,Thriller
48787,10769.0,Foreign
34574,27.0,Horror
34574,53.0,Thriller
1642,80.0,Crime
1642,18.0,Drama
1642,9648.0,Mystery
1642,53.0,Thriller
1642,28.0,Action
11472,35.0,Comedy
36196,35.0,Comedy
11980,14.0,Fantasy
11980,27.0,Horror
11980,53.0,Thriller
58372,14.0,Fantasy
58372,35.0,Comedy
58372,18.0,Drama
32646,18.0,Drama
10533,18.0,Drama
10533,36.0,History
10533,10749.0,Romance
56088,99.0,Documentary
10802,18.0,Drama
10149,35.0,Comedy
10149,18.0,Drama
18402,35.0,Comedy
9348,878.0,Science Fiction
9348,27.0,Horror
9348,28.0,Action
139408,18.0,Drama
281,80.0,Crime
281,18.0,Drama
281,878.0,Science Fiction
281,53.0,Thriller
5967,18.0,Drama
5967,10749.0,Romance
79593,53.0,Thriller
47939,18.0,Drama
47939,14.0,Fantasy
36834,18.0,Drama
36834,10749.0,Romance
9090,35.0,Comedy
3512,28.0,Action
3512,53.0,Thriller
52856,35.0,Comedy
52856,18.0,Drama
52856,10751.0,Family
77350,99.0,Documentary
9560,18.0,Drama
9560,10749.0,Romance
9804,12.0,Adventure
9804,28.0,Action
31611,18.0,Drama
65796,28.0,Action
65796,37.0,Western
49805,18.0,Drama
26258,12.0,Adventure
26258,28.0,Action
26258,35.0,Comedy
26258,80.0,Crime
26258,10751.0,Family
50797,18.0,Drama
19155,18.0,Drama
19155,10752.0,War
76,18.0,Drama
76,10749.0,Romance
11017,35.0,Comedy
37141,18.0,Drama
37141,53.0,Thriller
9382,35.0,Comedy
9382,18.0,Drama
6715,18.0,Drama
6715,10751.0,Family
18256,53.0,Thriller
18256,18.0,Drama
18256,27.0,Horror
18256,9648.0,Mystery
22625,18.0,Drama
22625,10751.0,Family
22625,10749.0,Romance
2292,35.0,Comedy
1909,10749.0,Romance
1909,18.0,Drama
1909,35.0,Comedy
8984,18.0,Drama
8984,53.0,Thriller
8984,80.0,Crime
8984,9648.0,Mystery
8984,10749.0,Romance
61813,53.0,Thriller
4954,28.0,Action
4954,12.0,Adventure
4954,53.0,Thriller
62488,80.0,Crime
62488,35.0,Comedy
62488,14.0,Fantasy
10531,18.0,Drama
10531,53.0,Thriller
10531,9648.0,Mystery
11929,80.0,Crime
11929,18.0,Drama
11929,9648.0,Mystery
8467,35.0,Comedy
10451,35.0,Comedy
10451,18.0,Drama
10451,10749.0,Romance
20156,18.0,Drama
20156,9648.0,Mystery
18395,53.0,Thriller
18395,35.0,Comedy
18395,80.0,Crime
18395,10749.0,Romance
522,35.0,Comedy
522,18.0,Drama
522,36.0,History
397,35.0,Comedy
397,10749.0,Romance
10525,35.0,Comedy
10525,18.0,Drama
10525,10749.0,Romance
27985,28.0,Action
27985,12.0,Adventure
27985,18.0,Drama
27985,10751.0,Family
15789,10749.0,Romance
15789,16.0,Animation
15789,10751.0,Family
15789,35.0,Comedy
15789,12.0,Adventure
27303,18.0,Drama
27303,53.0,Thriller
21183,18.0,Drama
21183,10751.0,Family
21183,14.0,Fantasy
10954,36.0,History
10954,18.0,Drama
47867,18.0,Drama
47867,10751.0,Family
47867,14.0,Fantasy
43475,14.0,Fantasy
43475,16.0,Animation
43475,878.0,Science Fiction
43475,10751.0,Family
72031,18.0,Drama
72031,28.0,Action
72031,53.0,Thriller
72031,80.0,Crime
14275,99.0,Documentary
1024,18.0,Drama
1024,14.0,Fantasy
17207,35.0,Comedy
17207,10751.0,Family
13701,18.0,Drama
13701,10402.0,Music
13701,10749.0,Romance
14819,35.0,Comedy
14819,10751.0,Family
14819,18.0,Drama
32631,28.0,Action
32631,53.0,Thriller
11777,35.0,Comedy
11777,18.0,Drama
11777,10749.0,Romance
628,27.0,Horror
628,10749.0,Romance
87729,18.0,Drama
87729,10749.0,Romance
18713,35.0,Comedy
18713,80.0,Crime
6280,35.0,Comedy
6280,10751.0,Family
6280,10749.0,Romance
9061,28.0,Action
9061,18.0,Drama
9061,9648.0,Mystery
9061,53.0,Thriller
37108,12.0,Adventure
37108,14.0,Fantasy
37108,35.0,Comedy
37108,878.0,Science Fiction
37108,10751.0,Family
6071,28.0,Action
6071,80.0,Crime
6071,18.0,Drama
6071,53.0,Thriller
11,12.0,Adventure
11,28.0,Action
11,878.0,Science Fiction
9587,18.0,Drama
9587,10749.0,Romance
19101,18.0,Drama
19101,10751.0,Family
19101,14.0,Fantasy
49980,18.0,Drama
17961,80.0,Crime
17961,18.0,Drama
18183,18.0,Drama
18183,10749.0,Romance
4476,12.0,Adventure
4476,18.0,Drama
4476,10749.0,Romance
4476,10752.0,War
11008,12.0,Adventure
11008,35.0,Comedy
11008,10751.0,Family
47504,28.0,Action
47504,18.0,Drama
32325,80.0,Crime
32325,18.0,Drama
43742,18.0,Drama
43742,10749.0,Romance
28313,18.0,Drama
11318,35.0,Comedy
11318,18.0,Drama
11318,36.0,History
3036,18.0,Drama
3036,27.0,Horror
3036,878.0,Science Fiction
3036,10749.0,Romance
40490,28.0,Action
40490,35.0,Comedy
40490,10751.0,Family
24070,35.0,Comedy
24070,18.0,Drama
24070,10749.0,Romance
8986,35.0,Comedy
8986,10749.0,Romance
10510,14.0,Fantasy
10510,18.0,Drama
10510,10751.0,Family
17402,35.0,Comedy
17402,10749.0,Romance
38722,35.0,Comedy
38722,18.0,Drama
8438,80.0,Crime
8438,18.0,Drama
11593,18.0,Drama
11593,35.0,Comedy
1945,18.0,Drama
1945,53.0,Thriller
39310,80.0,Crime
39310,18.0,Drama
109560,28.0,Action
109560,53.0,Thriller
109560,80.0,Crime
109560,18.0,Drama
56428,27.0,Horror
63105,878.0,Science Fiction
63105,28.0,Action
63105,53.0,Thriller
131957,18.0,Drama
131957,10749.0,Romance
241,80.0,Crime
241,53.0,Thriller
241,18.0,Drama
9058,35.0,Comedy
9058,18.0,Drama
9058,10749.0,Romance
527,18.0,Drama
18220,18.0,Drama
18220,10749.0,Romance
18220,53.0,Thriller
6950,28.0,Action
6950,18.0,Drama
6950,878.0,Science Fiction
6950,53.0,Thriller
101,53.0,Thriller
101,80.0,Crime
101,18.0,Drama
63020,35.0,Comedy
63020,18.0,Drama
63020,10749.0,Romance
2307,35.0,Comedy
2307,18.0,Drama
2307,10749.0,Romance
680,53.0,Thriller
680,80.0,Crime
41478,18.0,Drama
25296,35.0,Comedy
25296,18.0,Drama
40156,18.0,Drama
40156,10749.0,Romance
11450,36.0,History
11450,18.0,Drama
30304,18.0,Drama
30304,36.0,History
10452,18.0,Drama
10452,36.0,History
12106,28.0,Action
12106,37.0,Western
161495,18.0,Drama
161495,35.0,Comedy
3586,18.0,Drama
3586,35.0,Comedy
110,18.0,Drama
110,9648.0,Mystery
110,10749.0,Romance
108,18.0,Drama
108,10402.0,Music
108,9648.0,Mystery
109,35.0,Comedy
109,18.0,Drama
109,9648.0,Mystery
159185,18.0,Drama
36357,35.0,Comedy
36357,10751.0,Family
36357,10770.0,TV Movie
92769,27.0,Horror
92769,18.0,Drama
28033,35.0,Comedy
28033,18.0,Drama
22586,16.0,Animation
14334,18.0,Drama
14334,10751.0,Family
14334,14.0,Fantasy
2636,28.0,Action
2636,53.0,Thriller
2164,28.0,Action
2164,12.0,Adventure
2164,878.0,Science Fiction
11395,14.0,Fantasy
11395,18.0,Drama
11395,35.0,Comedy
11395,10751.0,Family
278,18.0,Drama
278,80.0,Crime
9905,80.0,Crime
9905,53.0,Thriller
87078,18.0,Drama
87078,53.0,Thriller
12527,35.0,Comedy
12527,18.0,Drama
20306,80.0,Crime
20306,35.0,Comedy
36614,35.0,Comedy
36614,18.0,Drama
36614,10749.0,Romance
27993,35.0,Comedy
31439,18.0,Drama
31439,10749.0,Romance
31439,10752.0,War
9067,28.0,Action
9067,35.0,Comedy
9067,14.0,Fantasy
9067,878.0,Science Fiction
9059,27.0,Horror
9059,35.0,Comedy
9059,53.0,Thriller
193,878.0,Science Fiction
193,28.0,Action
193,12.0,Adventure
193,53.0,Thriller
25066,80.0,Crime
25066,27.0,Horror
25066,53.0,Thriller
46797,18.0,Drama
46797,10749.0,Romance
12122,53.0,Thriller
12122,27.0,Horror
12122,878.0,Science Fiction
11381,35.0,Comedy
32636,18.0,Drama
32636,10749.0,Romance
36141,53.0,Thriller
36141,80.0,Crime
95963,18.0,Drama
95963,10752.0,War
1587,10749.0,Romance
1587,18.0,Drama
9271,28.0,Action
9271,80.0,Crime
9271,878.0,Science Fiction
9271,53.0,Thriller
2064,35.0,Comedy
2064,18.0,Drama
2064,10749.0,Romance
19855,18.0,Drama
60855,35.0,Comedy
60855,10749.0,Romance
236,18.0,Drama
236,35.0,Comedy
236,10749.0,Romance
48287,35.0,Comedy
48287,18.0,Drama
48287,10751.0,Family
3049,35.0,Comedy
3049,9648.0,Mystery
2759,18.0,Drama
2759,35.0,Comedy
12635,18.0,Drama
12635,10402.0,Music
10497,53.0,Thriller
10497,18.0,Drama
10497,10749.0,Romance
11382,28.0,Action
11382,35.0,Comedy
11382,53.0,Thriller
9331,28.0,Action
9331,18.0,Drama
9331,53.0,Thriller
10731,18.0,Drama
10731,53.0,Thriller
10731,80.0,Crime
10731,9648.0,Mystery
10464,35.0,Comedy
10464,18.0,Drama
10464,10751.0,Family
10464,10749.0,Romance
34152,35.0,Comedy
34152,18.0,Drama
9495,14.0,Fantasy
9495,28.0,Action
9495,53.0,Thriller
29973,18.0,Drama
888,14.0,Fantasy
888,35.0,Comedy
888,10751.0,Family
13,35.0,Comedy
13,18.0,Drama
13,10749.0,Romance
712,35.0,Comedy
712,18.0,Drama
712,10749.0,Romance
16295,10749.0,Romance
16295,18.0,Drama
16295,80.0,Crime
48992,35.0,Comedy
48992,18.0,Drama
48992,10749.0,Romance
10879,28.0,Action
10879,35.0,Comedy
10879,10749.0,Romance
10660,35.0,Comedy
10660,18.0,Drama
10660,10749.0,Romance
10714,12.0,Adventure
10714,18.0,Drama
10714,10751.0,Family
41647,99.0,Documentary
41647,10769.0,Foreign
8587,10751.0,Family
8587,16.0,Animation
8587,18.0,Drama
1689,18.0,Drama
1689,36.0,History
11596,27.0,Horror
11596,53.0,Thriller
11596,9648.0,Mystery
11596,14.0,Fantasy
854,10749.0,Romance
854,35.0,Comedy
854,80.0,Crime
854,14.0,Fantasy
9359,28.0,Action
9359,12.0,Adventure
9359,35.0,Comedy
9359,18.0,Drama
9359,37.0,Western
23333,18.0,Drama
36593,35.0,Comedy
36593,80.0,Crime
12280,35.0,Comedy
12280,18.0,Drama
2788,18.0,Drama
10427,80.0,Crime
10427,18.0,Drama
10427,53.0,Thriller
11011,35.0,Comedy
11011,10751.0,Family
49803,18.0,Drama
8987,28.0,Action
8987,12.0,Adventure
8987,80.0,Crime
8987,53.0,Thriller
1637,28.0,Action
1637,12.0,Adventure
1637,80.0,Crime
15128,35.0,Comedy
15128,10749.0,Romance
8831,53.0,Thriller
8831,878.0,Science Fiction
8831,28.0,Action
8831,80.0,Crime
36955,28.0,Action
36955,53.0,Thriller
10449,18.0,Drama
10449,10749.0,Romance
10395,14.0,Fantasy
12160,18.0,Drama
12160,28.0,Action
12160,37.0,Western
40480,28.0,Action
40480,80.0,Crime
40480,10749.0,Romance
40480,53.0,Thriller
52038,35.0,Comedy
52038,18.0,Drama
29444,35.0,Comedy
29444,18.0,Drama
26352,28.0,Action
26352,35.0,Comedy
26352,80.0,Crime
39953,18.0,Drama
41580,18.0,Drama
315,28.0,Action
315,80.0,Crime
22067,80.0,Crime
22067,18.0,Drama
22067,10749.0,Romance
18242,16.0,Animation
18242,878.0,Science Fiction
11667,28.0,Action
11667,12.0,Adventure
11667,53.0,Thriller
32502,28.0,Action
32502,35.0,Comedy
28732,28.0,Action
28732,12.0,Adventure
28732,80.0,Crime
28732,18.0,Drama
28732,53.0,Thriller
75555,27.0,Horror
75555,53.0,Thriller
42981,99.0,Documentary
278939,10749.0,Romance
278939,12.0,Adventure
278939,80.0,Crime
278939,18.0,Drama
291731,53.0,Thriller
291731,18.0,Drama
226229,28.0,Action
226229,53.0,Thriller
203119,35.0,Comedy
316098,99.0,Documentary
8011,28.0,Action
8011,14.0,Fantasy
8011,878.0,Science Fiction
2654,27.0,Horror
2654,9648.0,Mystery
2654,53.0,Thriller
18069,18.0,Drama
18069,10749.0,Romance
19092,80.0,Crime
19092,18.0,Drama
2758,35.0,Comedy
2758,10751.0,Family
2758,14.0,Fantasy
38129,35.0,Comedy
10436,18.0,Drama
10436,10749.0,Romance
13595,35.0,Comedy
13595,80.0,Crime
13595,10402.0,Music
46094,35.0,Comedy
46094,10751.0,Family
9409,28.0,Action
9409,35.0,Comedy
11853,28.0,Action
11853,12.0,Adventure
11853,35.0,Comedy
11853,18.0,Drama
11853,37.0,Western
16771,35.0,Comedy
16771,18.0,Drama
16771,10749.0,Romance
46924,18.0,Drama
46924,35.0,Comedy
46924,14.0,Fantasy
11041,35.0,Comedy
306,28.0,Action
306,35.0,Comedy
306,80.0,Crime
14522,28.0,Action
14522,12.0,Adventure
14522,18.0,Drama
14522,10751.0,Family
26203,9648.0,Mystery
26203,80.0,Crime
26203,18.0,Drama
26203,53.0,Thriller
178,18.0,Drama
178,28.0,Action
178,53.0,Thriller
19819,18.0,Drama
57834,18.0,Drama
57834,10749.0,Romance
4722,27.0,Horror
4722,878.0,Science Fiction
4722,53.0,Thriller
18215,18.0,Drama
18215,10749.0,Romance
1607,18.0,Drama
1607,80.0,Crime
26391,35.0,Comedy
117553,18.0,Drama
117553,35.0,Comedy
6075,28.0,Action
6075,80.0,Crime
6075,18.0,Drama
6075,53.0,Thriller
11310,28.0,Action
11310,35.0,Comedy
11310,18.0,Drama
11310,37.0,Western
18658,35.0,Comedy
18658,53.0,Thriller
18658,9648.0,Mystery
9350,28.0,Action
9350,12.0,Adventure
9350,53.0,Thriller
9612,35.0,Comedy
9612,878.0,Science Fiction
9612,10751.0,Family
2124,18.0,Drama
2124,9648.0,Mystery
2124,10749.0,Romance
2124,53.0,Thriller
26261,28.0,Action
26261,35.0,Comedy
26261,10751.0,Family
19176,37.0,Western
19176,28.0,Action
19176,35.0,Comedy
49299,18.0,Drama
11566,35.0,Comedy
9571,35.0,Comedy
9571,18.0,Drama
9739,80.0,Crime
9739,28.0,Action
9739,878.0,Science Fiction
24257,99.0,Documentary
34444,37.0,Western
34444,18.0,Drama
34444,35.0,Comedy
34444,10749.0,Romance
26141,35.0,Comedy
10997,18.0,Drama
50463,18.0,Drama
50463,35.0,Comedy
50463,10749.0,Romance
10443,18.0,Drama
20239,35.0,Comedy
16297,35.0,Comedy
16297,18.0,Drama
18551,18.0,Drama
18551,9648.0,Mystery
18551,10749.0,Romance
25440,35.0,Comedy
25440,53.0,Thriller
25440,9648.0,Mystery
25440,10749.0,Romance
25440,10769.0,Foreign
9024,35.0,Comedy
9024,10749.0,Romance
37233,18.0,Drama
37233,9648.0,Mystery
37233,53.0,Thriller
1634,10751.0,Family
1634,12.0,Adventure
13815,80.0,Crime
13815,18.0,Drama
13815,53.0,Thriller
5503,12.0,Adventure
5503,28.0,Action
5503,53.0,Thriller
5503,80.0,Crime
5503,9648.0,Mystery
35588,36.0,History
35588,28.0,Action
35588,18.0,Drama
35588,37.0,Western
2087,18.0,Drama
2087,28.0,Action
2087,53.0,Thriller
41579,10751.0,Family
41579,35.0,Comedy
41579,80.0,Crime
18620,18.0,Drama
18620,10749.0,Romance
41006,35.0,Comedy
41006,18.0,Drama
4916,18.0,Drama
4916,53.0,Thriller
2019,28.0,Action
2019,12.0,Adventure
2019,80.0,Crime
2019,53.0,Thriller
31642,36.0,History
31642,10752.0,War
31642,28.0,Action
31642,18.0,Drama
9255,28.0,Action
9255,35.0,Comedy
9255,10752.0,War
26271,35.0,Comedy
10612,18.0,Drama
10612,35.0,Comedy
10612,10749.0,Romance
2259,10749.0,Romance
2259,18.0,Drama
16097,35.0,Comedy
11934,35.0,Comedy
11934,18.0,Drama
106143,35.0,Comedy
106143,18.0,Drama
12475,35.0,Comedy
9386,28.0,Action
9386,18.0,Drama
9386,53.0,Thriller
9386,80.0,Crime
9386,9648.0,Mystery
7984,18.0,Drama
59930,35.0,Comedy
59930,18.0,Drama
59930,10749.0,Romance
15765,18.0,Drama
15765,10402.0,Music
31643,35.0,Comedy
6,28.0,Action
6,53.0,Thriller
6,80.0,Crime
329,12.0,Adventure
329,878.0,Science Fiction
10909,53.0,Thriller
10909,80.0,Crime
507,28.0,Action
507,80.0,Crime
507,18.0,Drama
507,53.0,Thriller
34024,18.0,Drama
29918,28.0,Action
29918,12.0,Adventure
29918,18.0,Drama
29918,10751.0,Family
9593,12.0,Adventure
9593,14.0,Fantasy
9593,28.0,Action
9593,35.0,Comedy
9593,10751.0,Family
42580,35.0,Comedy
42580,10751.0,Family
22317,28.0,Action
22317,35.0,Comedy
22317,37.0,Western
1413,18.0,Drama
1413,10749.0,Romance
12121,35.0,Comedy
2246,18.0,Drama
2246,80.0,Crime
10502,18.0,Drama
10440,35.0,Comedy
10440,9648.0,Mystery
9516,18.0,Drama
9516,28.0,Action
9516,80.0,Crime
2320,28.0,Action
2320,12.0,Adventure
2320,18.0,Drama
2320,53.0,Thriller
5879,18.0,Drama
5879,10749.0,Romance
83718,53.0,Thriller
83718,35.0,Comedy
83718,18.0,Drama
83718,10749.0,Romance
11971,18.0,Drama
11971,35.0,Comedy
11971,10749.0,Romance
2625,18.0,Drama
2625,10749.0,Romance
31911,35.0,Comedy
31911,10749.0,Romance
788,35.0,Comedy
788,18.0,Drama
788,10751.0,Family
21450,35.0,Comedy
21450,18.0,Drama
11231,12.0,Adventure
41588,35.0,Comedy
41588,18.0,Drama
10447,28.0,Action
10447,18.0,Drama
10447,878.0,Science Fiction
10447,53.0,Thriller
31586,35.0,Comedy
31586,18.0,Drama
31586,10751.0,Family
31586,14.0,Fantasy
31586,878.0,Science Fiction
9300,10749.0,Romance
9300,18.0,Drama
9300,14.0,Fantasy
9559,80.0,Crime
9559,18.0,Drama
9559,53.0,Thriller
9800,18.0,Drama
713,18.0,Drama
