budget,id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year,return
0,11104,cn,6.778979,1994-07-14,0.0,102,Released,Chungking Express,7.9,249.0,1994,0
0,37975,it,1.702639,1995-09-21,0.0,113,Released,The Star Maker,6.8,29.0,1995,0
7000000,2074,en,5.579088,1996-03-22,14702438.0,92,Released,Flirting with Disaster,6.3,66.0,1996,2.1
17000000,27793,en,6.252377,1994-10-26,0.0,95,Released,The Neverending Story III: Escape from Fantasia,4.4,105.0,1994,0
0,44284,ar,0.406754,1994-09-30,0.0,116,Released,The Silences of the Palace,4.3,3.0,1994,0
0,290157,en,0.001178,1995-01-01,0.0,87,Released,Jupiter's Wife,0.0,0.0,1995,0
0,110972,en,0.699066,1996-02-09,0.0,95,Released,Pie in the Sky,7.0,2.0,1996,0
0,32622,en,2.197439,1995-01-01,0.0,99,Released,Angela,5.6,9.0,1995,0
0,73067,it,0.637554,1995-11-22,0.0,101,Released,Frankie Starlight,5.4,4.0,1995,0
50000000,11863,en,11.418917,1995-10-13,9851610.0,95,Released,Jade,5.1,45.0,1995,0.2
0,55475,es,0.291021,1995-08-16,0.0,102,Released,Nueba Yol,5.5,1.0,1995,0
0,124636,en,0.001838,1995-08-01,0.0,87,Released,Sonic Outlaws,0.0,0.0,1995,0
0,9101,en,5.184977,1996-03-01,0.0,92,Released,Down Periscope,5.6,110.0,1996,0
0,123360,en,0.276401,1995-09-08,0.0,97,Released,From the Journals of Jean Seberg,6.5,2.0,1995,0
0,5757,en,0.540436,1995-09-15,209935.0,86,Released,Man of the Year,3.8,2.0,1995,0
0,39428,en,0.370342,1995-08-23,0.0,91,Released,The Neon Bible,7.2,5.0,1995,0
0,124639,en,0.001205,1995-08-01,0.0,122,Released,Target,0.0,0.0,1995,0
60000000,9302,en,3.402749,1996-03-01,0.0,119,Released,Up Close & Personal,5.9,51.0,1996,0
31000000,11000,en,6.49968,1996-03-08,185260553.0,117,Released,The Birdcage,6.7,303.0,1996,5.98
0,249882,en,0.918504,1995-10-12,0.0,125,Released,Virgin Mary,7.0,2.0,1995,0
0,16388,en,2.039196,1995-08-09,0.0,98,Released,The Brothers McMullen,6.3,23.0,1995,0
19000000,9737,en,9.262184,1995-04-07,141407024.0,118,Released,Bad Boys,6.5,1729.0,1995,7.44
0,30765,en,2.375865,1995-08-25,0.0,81,Released,The Amazing Panda Adventure,5.0,31.0,1995,0
0,10474,en,7.415144,1995-04-21,0.0,102,Released,The Basketball Diaries,7.2,472.0,1995,0
4000000,22279,en,0.922958,1995-07-21,851545.0,113,Released,An Awfully Big Adventure,6.0,11.0,1995,0.21
0,30157,en,1.759012,1994-08-05,0.0,105,Released,Amateur,6.5,21.0,1994,0
52000000,568,en,18.761467,1995-06-30,355237933.0,140,Released,Apollo 13,7.3,1637.0,1995,6.83
28000000,11780,en,10.193549,1995-04-13,31596911.0,139,Released,Rob Roy,6.5,151.0,1995,1.13
0,34996,en,3.137285,1995-01-10,0.0,82,Released,The Addiction,6.4,46.0,1995,0
100000000,414,en,13.321354,1995-06-16,336529144.0,121,Released,Batman Forever,5.2,1529.0,1995,3.37
0,649,fr,10.142662,1967-05-24,0.0,101,Released,Belle de Jour,7.3,163.0,1967,0
0,1873,en,2.04189,1995-05-24,0.0,100,Released,Beyond Rangoon,6.4,21.0,1995,0
2000000,5894,en,11.528147,1995-09-15,1275000.0,83,Released,Blue in the Face,6.8,28.0,1995,0.64
11000000,1775,en,5.391556,1995-06-08,178104.0,91,Released,Canadian Bacon,5.9,57.0,1995,0.02
50000000,8839,en,12.812539,1995-05-26,287928194.0,100,Released,Casper,6.0,1045.0,1995,5.76
25000000,20649,en,4.558992,1995-09-15,13071518.0,128,Released,Clockers,6.8,69.0,1995,0.52
50000000,10329,en,7.260574,1995-06-09,152022101.0,109,Released,Congo,5.0,214.0,1995,3.04
53000000,8963,en,8.657365,1995-05-12,157387195.0,116,Released,Crimson Tide,7.0,508.0,1995,2.97
0,26564,en,3.620388,1994-09-10,3174695.0,119,Released,Crumb,7.6,71.0,1994,0
7000000,8068,en,6.950458,1995-08-25,25405445.0,104,Released,Desperado,6.8,898.0,1995,3.63
27000000,8512,en,4.646132,1995-09-15,16140822.0,102,Released,Devil in a Blue Dress,6.3,88.0,1995,0.6
90000000,1572,en,15.138855,1995-05-19,366101666.0,128,Released,Die Hard: With a Vengeance,6.9,2094.0,1995,4.07
0,13552,en,7.120806,1995-10-27,0.0,80,Released,The Doom Generation,5.6,57.0,1995,0
0,259209,en,0.523575,1995-10-12,0.0,116,Released,Feast of July,0.0,0.0,1995,0
55000000,6520,en,15.178338,1995-07-07,127600435.0,134,Released,First Knight,5.9,319.0,1995,2.32
0,9073,en,7.575098,1995-07-19,0.0,95,Released,Free Willy 2 - The Adventure Home,5.5,130.0,1995,0
20000000,10428,en,14.810519,1995-09-14,7563728.0,107,Released,Hackers,6.2,406.0,1995,0.38
0,17447,en,3.196456,1995-08-18,0.0,92,Released,Jeffrey,6.5,19.0,1995,0
25000000,9886,en,11.715868,1995-05-26,19075720.0,97,Released,Johnny Mnemonic,5.5,380.0,1995,0.76
90000000,9482,en,8.184815,1995-06-30,113493481.0,96,Released,Judge Dredd,5.4,643.0,1995,1.26
0,19326,en,3.676921,1995-04-12,17014653.0,88,Released,Jury Duty,4.0,34.0,1995,0
1500000,9344,en,4.877872,1995-07-28,7412216.0,91,Released,Kids,6.8,280.0,1995,4.94
500000,9071,en,10.058329,1995-01-20,1148752.0,89,Released,Living in Oblivion,7.2,64.0,1995,2.3
0,8973,en,4.102409,1995-08-25,0.0,119,Released,Lord of Illusions,5.9,87.0,1995,0
0,15730,en,0.354014,1993-05-20,0.0,100,Released,Love & Human Remains,7.0,7.0,1993,0
0,47608,en,2.624771,1995-05-26,15453274.0,95,Released,Mad Love,5.5,27.0,1995,0
6000000,2293,en,8.25547,1995-10-20,2122561.0,94,Released,Mallrats,6.8,400.0,1995,0.35
15000000,9070,en,7.024227,1995-06-30,66000000.0,92,Released,Mighty Morphin Power Rangers: The Movie,5.2,153.0,1995,4.4
0,68274,en,1.01115,1995-09-29,0.0,100,Released,Moonlight and Valentino,5.6,10.0,1995,0
2,48787,en,2.466066,1995-09-28,1.0,95,Released,Mute Witness,6.4,36.0,1995,0.5
0,34574,en,7.720056,1994-09-13,0.0,93,Released,Nadja,5.9,12.0,1994,0
22000000,1642,en,13.304342,1995-07-28,110627965.0,114,Released,The Net,5.6,359.0,1995,5.03
0,11472,en,8.482834,1995-07-12,69660733.0,103,Released,Nine Months,5.5,171.0,1995,0
150000,36196,en,1.165039,1995-06-09,472370.0,94,Released,Party Girl,5.8,14.0,1995,3.15
8,11980,en,10.187623,1995-09-01,16.0,98,Released,The Prophecy,6.4,139.0,1995,2
0,58372,en,0.119713,1995-11-17,0.0,91,Released,Reckless,10.0,1.0,1995,0
0,32646,en,8.180047,1995-06-23,0.0,119,Released,Safe,7.2,62.0,1995,0
50000000,10533,en,6.752119,1995-10-13,10382407.0,135,Released,The Scarlet Letter,5.5,111.0,1995,0.21
0,56088,en,0.159596,1995-08-25,0.0,93,,The Show,5.3,2.0,1995,0
45000000,10802,en,17.502375,1995-09-22,20350754.0,128,Released,Showgirls,4.9,261.0,1995,0.45
7000000,10149,en,5.552946,1995-06-09,8349430.0,112,Released,Smoke,7.2,115.0,1995,1.19
0,18402,en,3.743212,1995-08-04,50892160.0,106,Released,Something to Talk About,5.7,60.0,1995,0
35000000,9348,en,13.492845,1995-07-07,113374103.0,108,Released,Species,5.5,457.0,1995,3.24
0,139408,en,0.913522,1995-09-15,0.0,109,Released,The Stars Fell on Henrietta,6.6,6.0,1995,0
42000000,281,en,11.223055,1995-10-13,7959291.0,145,Released,Strange Days,6.8,334.0,1995,0.19
0,5967,fr,8.133881,1964-02-19,0.0,91,Released,The Umbrellas of Cherbourg,7.6,119.0,1964,0
14000000,79593,en,1.820419,1995-09-08,5780000.0,99,Released,The Tie That Binds,4.6,9.0,1995,0.41
0,47939,en,11.002046,1995-10-27,7025496.0,115,Released,Three Wishes,6.1,18.0,1995,0
0,36834,en,4.546552,1995-11-02,339889.0,111,Released,Total Eclipse,6.5,112.0,1995,0
0,9090,en,7.653446,1995-09-07,47774193.0,105,Released,"To Wong Foo, Thanks for Everything! Julie Newmar",6.3,117.0,1995,0
60000000,3512,en,7.490247,1995-07-13,104324083.0,100,Released,Under Siege 2: Dark Territory,5.6,217.0,1995,1.74
0,52856,en,2.881689,1995-09-15,0.0,93,Released,Unstrung Heroes,6.4,9.0,1995,0
0,77350,en,0.786023,1995-08-11,0.0,73,Released,Unzipped,6.0,6.0,1995,0
20000000,9560,en,9.715639,1995-08-11,50012507.0,103,Released,A Walk in the Clouds,6.5,168.0,1995,2.5
175000000,9804,en,16.885184,1995-07-28,264218220.0,135,Released,Waterworld,5.9,1017.0,1995,1.51
8000000,31611,en,1.834099,1995-12-01,0.0,89,Released,White Man's Burden,5.1,25.0,1995,0
30000000,65796,en,8.922139,1995-12-01,0.0,98,Released,Wild Bill,5.9,27.0,1995,0
0,49805,en,3.727644,1994-10-12,0.0,97,Released,The Browning Version,6.0,11.0,1994,0
0,26258,en,3.287036,1995-08-04,0.0,90,Released,Bushwhacked,4.9,29.0,1995,0
2800000,50797,ru,2.486073,1994-05-01,2616503.0,135,Released,Burnt by the Sun,6.7,35.0,1994,0.93
0,19155,en,3.525649,1994-06-09,763847.0,113,Released,Before the Rain,7.7,45.0,1994,0
2500000,76,en,11.304979,1995-01-27,5535405.0,105,Released,Before Sunrise,7.7,984.0,1995,2.21
10000000,11017,en,6.638116,1995-02-10,26488734.0,89,Released,Billy Madison,6.2,464.0,1995,2.65
0,37141,en,2.761837,1995-10-17,0.0,90,Released,The Babysitter,4.7,27.0,1995,0
21000000,9382,en,3.030309,1995-02-03,23450000.0,115,Released,Boys on the Side,6.3,48.0,1995,1.12
0,6715,en,2.686342,1995-04-21,0.0,97,Released,The Cure,7.2,58.0,1995,0
0,18256,en,2.26977,1995-08-04,0.0,95,Released,Castle Freak,5.8,40.0,1995,0
0,22625,en,2.605521,1995-03-16,0.0,103,Released,Circle of Friends,6.5,30.0,1995,0
27000,2292,en,10.513367,1994-09-13,3151130.0,92,Released,Clerks,7.4,769.0,1994,116.71
25000000,1909,en,7.438934,1994-10-01,22200000.0,97,Released,Don Juan DeMarco,6.3,184.0,1994,0.89
55000000,8984,en,11.812244,1994-12-09,214015089.0,123,Released,Disclosure,5.9,217.0,1994,3.89
0,61813,en,0.155859,1995-01-01,0.0,0,Released,Dream Man,2.5,1.0,1995,0
45000000,4954,en,9.579155,1994-12-08,0.0,101,Released,Drop Zone,5.1,91.0,1994,0
0,62488,it,0.710671,1995-04-28,0.0,0,Released,Destiny Turns on the Radio,5.3,9.0,1995,0
0,10531,en,5.484156,1994-05-04,0.0,103,Released,Death and the Maiden,7.1,92.0,1994,0
0,11929,en,5.8025,1995-03-24,0.0,132,Released,Dolores Claiborne,7.1,183.0,1995,0
16000000,8467,en,9.844558,1994-12-16,247275374.0,107,Released,Dumb and Dumber,6.5,1894.0,1994,15.45
0,10451,zh,4.860016,1994-08-03,7294403.0,123,Released,Eat Drink Man Woman,7.5,76.0,1994,0
0,20156,en,5.378467,1994-09-24,0.0,103,Released,Exotica,6.5,64.0,1994,0
0,18395,en,4.322726,1994-10-14,6841570.0,113,Released,Exit to Eden,4.3,28.0,1994,0
18000000,522,en,11.720358,1994-09-27,5887457.0,127,Released,Ed Wood,7.3,639.0,1994,0.33
0,397,en,9.146544,1995-05-05,0.0,111,Released,French Kiss,6.2,179.0,1995,0
0,10525,en,16.236745,1995-05-19,0.0,101,Released,Forget Paris,6.1,38.0,1995,0
0,27985,en,2.657337,1995-01-13,0.0,87,Released,Far from Home: The Adventures of Yellow Dog,5.6,27.0,1995,0
0,15789,en,10.177977,1995-04-07,35348597.0,78,Released,A Goofy Movie,6.7,404.0,1995,0
15000000,27303,en,8.182165,1995-03-03,12201255.0,103,Released,Hideaway,5.0,24.0,1995,0.81
0,21183,en,4.953936,1995-06-02,0.0,96,Released,Fluke,6.6,48.0,1995,0
0,10954,fr,8.935058,1994-12-07,0.0,111,Released,Farinelli,5.9,20.0,1994,0
0,47867,en,0.398924,1995-05-12,3992809.0,90,Released,Gordy,3.0,4.0,1995,0
0,43475,en,0.090452,1995-12-01,0.0,77,Released,Gumby: The Movie,5.0,2.0,1995,0
0,72031,en,1.012197,1994-09-16,0.0,109,Released,The Glass Shield,5.4,9.0,1994,0
700000,14275,en,9.47666,1994-09-12,7830611.0,171,Released,Hoop Dreams,7.7,91.0,1994,11.19
5000000,1024,en,9.438042,1994-09-02,3049135.0,99,Released,Heavenly Creatures,6.9,299.0,1994,0.61
10500000,17207,en,2.688562,1995-01-06,26325256.0,113,Released,Houseguest,6.0,17.0,1995,2.51
120,13701,en,7.983666,1994-12-16,0.0,121,Released,Immortal Beloved,6.9,90.0,1994,0
0,14819,en,9.546707,1995-02-17,17689177.0,100,Released,Heavyweights,6.0,97.0,1995,0
0,32631,en,2.756986,1995-02-24,0.0,106,Released,The Hunted,6.0,25.0,1995,0
25000000,11777,en,5.146352,1994-12-24,0.0,100,Released,I.Q.,5.9,112.0,1994,0
60000000,628,en,11.970205,1994-11-11,223664608.0,123,Released,Interview with the Vampire,7.2,1558.0,1994,3.73
14000000,87729,en,1.596058,1995-03-31,2474000.0,139,Released,Jefferson in Paris,5.2,10.0,1995,0.18
0,18713,en,0.748846,1995-02-03,0.0,82,Released,The Jerky Boys,4.8,10.0,1995,0
60000000,6280,en,6.710215,1994-11-22,37000000.0,109,Released,Junior,4.7,381.0,1994,0.62
0,9061,en,9.195256,1995-02-17,0.0,102,Released,Just Cause,6.0,124.0,1995,0
0,37108,en,5.874511,1995-08-11,0.0,89,Released,A Kid in King Arthur's Court,4.3,40.0,1995,0
40000000,6071,en,7.797512,1995-04-21,0.0,101,Released,Kiss of Death,5.7,83.0,1995,0
11000000,11,en,42.149697,1977-05-25,775398007.0,121,Released,Star Wars,8.1,6778.0,1977,70.49
18000000,9587,en,9.774994,1994-12-21,0.0,115,Released,Little Women,7.0,222.0,1994,0
17000000,19101,en,7.731725,1995-05-10,0.0,97,Released,A Little Princess,7.4,207.0,1995,0
0,49980,en,0.84508,1994-02-18,0.0,101,Released,Ladybird Ladybird,7.4,14.0,1994,0
10000000,17961,fr,1.948315,1994-02-16,0.0,100,Released,L'Enfer,6.6,22.0,1994,0
2000000,18183,es,4.126083,1992-04-16,21665468.0,105,Released,Like Water for Chocolate,6.6,70.0,1992,10.83
30000000,4476,en,12.199047,1994-12-16,160638883.0,133,Released,Legends of the Fall,7.2,636.0,1994,5.35
0,11008,en,9.253362,1995-03-24,0.0,95,Released,Major Payne,6.1,164.0,1995,0
0,47504,en,1.861292,1994-10-27,0.0,98,Released,Little Odessa,6.4,31.0,1994,0
0,32325,en,1.788829,1994-06-08,0.0,92,Released,Mi Vida Loca,5.7,9.0,1994,0
60000000,43742,en,3.290192,1994-10-21,0.0,108,Released,Love Affair,4.3,11.0,1994,0
