id,return
58372,0
32646,0
10533,0.21
56088,0
10802,0.45
10149,1.19
18402,0
9348,3.24
139408,0
281,0.19
5967,0
79593,0.41
47939,0
36834,0
9090,0
3512,1.74
52856,0
77350,0
9560,2.5
9804,1.51
31611,0
65796,0
49805,0
26258,0
50797,0.93
19155,0
76,2.21
11017,2.65
37141,0
9382,1.12
6715,0
18256,0
22625,0
2292,116.71
1909,0.89
8984,3.89
61813,0
4954,0
62488,0
10531,0
11929,0
8467,15.45
10451,0
20156,0
18395,0
522,0.33
397,0
10525,0
27985,0
15789,0
27303,0.81
21183,0
10954,0
47867,0
43475,0
72031,0
14275,11.19
1024,0.61
17207,2.51
13701,0
14819,0
32631,0
11777,0
628,3.73
87729,0.18
18713,0
6280,0.62
9061,0
37108,0
6071,0
11,70.49
9587,0
19101,0
49980,0
17961,0
18183,10.83
4476,5.35
11008,0
47504,0
32325,0
43742,0
28313,0.45
11318,0
3036,2.49
40490,0
24070,0
8986,0
10510,0
17402,0.83
38722,0
8438,0
11593,0
1945,3.44
39310,0
109560,0
56428,0
63105,0
131957,0
241,1.48
9058,0
527,0
18220,0
6950,3.8
101,2.83
63020,0.26
2307,0
680,26.74
41478,0
25296,0.38
40156,0
11450,0
30304,0
10452,0
12106,0.58
161495,0.56
3586,0.75
110,0
108,0
109,0
159185,0
36357,0
92769,0
28033,0
22586,0.28
14334,0
2636,3.79
2164,3.57
11395,8.63
278,1.13
9905,0
87078,0
12527,0
20306,0
36614,0
27993,0
31439,0
9067,0.16
9059,0
193,3.16
25066,2
46797,0
12122,0
11381,0
32636,0
36141,0
95963,0
1587,0.91
9271,0.8
2064,10.71
19855,0
60855,0
236,5.04
48287,0
3049,7.15
2759,0
12635,0
10497,0.37
11382,0
9331,3.48
10731,2.61
10464,0
34152,0
9495,6.27
29973,0
888,7.43
13,12.33
712,42.45
16295,0
48992,0
10879,1.38
10660,0
10714,0
41647,0
8587,17.52
1689,0.14
11596,1.29
854,15.29
9359,0
23333,0
36593,1.7
12280,0
2788,1.75
10427,0.25
11011,0
49803,0
8987,0
1637,11.68
15128,0
8831,3.76
36955,3.29
10449,0
10395,0
12160,0.4
40480,0
52038,0
29444,0
26352,2.94
39953,0
41580,0
315,0
22067,2.98
18242,0
11667,2.84
32502,0
267188,0
28732,0
75555,0
42981,0
278939,0
291731,0
226229,0
203119,0
172923,0
316098,0
8011,1.42
171857,0
2654,1.12
18069,0
19092,0
2758,0
38129,0
10436,0.95
13595,0
46094,1.23
9409,0
11853,0
16771,0
46924,0
11041,0
306,2.38
14522,0
26203,0
178,0
19819,0
57834,0
4722,0.03
18215,0
1607,0.79
26391,0
117553,0.2
6075,1.22
11310,0
18658,0
9350,3.64
9612,0
2124,0.49
26261,0
19176,0
49299,0
11566,0
9571,1.16
9739,2.79
24257,0
34444,0
26141,0
10997,0
50463,0
10443,0
20239,0
16297,0
18551,0
25440,0
9024,0.37
37233,6.43
1634,7.68
13815,0
5503,8.38
35588,0.53
2087,0
41579,0
18620,0
41006,0
4916,0
2019,4.12
31642,0
9255,5.35
26271,0
10612,0
2259,0
16097,0
11934,0
106143,0
12475,0
9386,4.42
7984,5.06
59930,0
15765,0
31643,0
6,0
329,14.6
10909,0.27
507,0.28
34024,0
29918,0
9593,1.62
42580,0
22317,0
1413,0
12121,0
2246,0
10502,0
10440,0.84
9516,7.97
2320,2.22
5879,0
83718,0
11971,0
2625,0
31911,0
788,17.65
21450,0
11231,1.32
41588,0
10447,0.77
31586,0
9300,0
9559,4.5
9800,7.95
713,16.67
8291,1.97
18133,0
25557,0
22588,0
10872,1.04
1245,2.02
11858,0.61
7007,0
10467,0
5550,0.49
8005,1.79
2088,0.28
10412,0
47889,1.25
14534,1.9
56583,0
41878,0
424,14.61
35233,0
14291,0
103413,0
11236,0
11592,0.6
8850,1.92
10445,0
695,0
43535,0
12519,0
23210,0
858,10.85
867,2.91
78,1.18
13203,0
10442,0.58
11074,0
33367,0
9607,0.44
17585,1.04
9057,0.33
20967,0
10635,0
9479,4.2
10057,1.8
11969,2.26
41590,0
319,0.98
26408,0
15139,0.51
161158,0
218473,0
85247,0
11446,0
51980,0
24405,0
11655,0
11800,0
8223,0
14587,0
31504,0
41653,0
53185,0
95743,0
23637,0
17600,0
10897,0
349394,0
21352,0
68806,0
37345,0
32562,0
47507,0
25403,0
124304,0
9066,0
771,26.48
251,22.95
812,18
280,5.2
581,19.28
80350,0
268,11.75
274,14.35
408,124.24
10020,15.09
10895,32.42
114,33.07
41043,0
576,0.1
15477,0
59146,0
124472,0
30528,0
7300,0
10824,0
261246,0
275,8.66
25059,0
11827,0
8766,4.17
23570,0
47333,0
54850,0
51242,0
10112,13.92
4307,0
46029,0
32308,0
88893,0
52873,0
123505,0
340210,0
44281,0
28121,0
12520,0
1592,3.42
166901,0
36447,0
19042,0
38884,0
47449,0
36259,0
41852,0
40926,0
9099,0
2021,0
61752,0.41
10988,0
11479,0
398959,0
287305,0
339428,0
12652,0
10684,2.19
954,5.72
68445,0
18989,0
10801,0
54285,0
8840,2.02
278978,0
124625,0
11107,0
16417,0
70934,0
10363,0
161070,0
10539,0.76
10543,0
18414,0
47502,0.75
11902,0
27098,0
25087,0
5801,0
896,0
3065,0
318177,0
2300,3.13
8069,0.28
288173,0
187851,0
27768,0
221917,0
8072,0
35797,0
88030,0
185191,0
83857,0
33245,0
124460,0
27281,0
105045,0
40001,0.4
29621,0
117730,0
20762,0
37144,0
48260,0
12656,0
38867,0
277270,0
25969,0
44103,0
753,0
43634,0
9103,1.91
90214,0
29649,0
10990,0
8866,0
12233,2.39
23449,0
36355,0.79
37667,0
90148,0
922,0
11876,0.43
52633,0
62364,0
11687,0
9304,0
73183,0
131232,0
9100,1.65
20759,0
46063,0
32513,0
40651,0
36915,0
40507,0.63
9802,4.47
25697,0
21588,0
664,5.37
11867,0
47119,0
314352,0
9323,0
10280,0
10535,0
124613,0
532,0
26744,0
16299,0
10547,0.56
245268,0
935,5.24
55613,0
41007,0
35645,0
110465,0
255546,0
40751,0
275096,0
85778,0
11101,0
9826,0.38
9879,2.27
63564,0
22621,0
7095,1.3
26890,0
46732,0
124633,0
202425,0
196940,0
77771,0
181083,0
41225,0
188589,0
87190,0
627,4.12
32872,0
602,10.89
14553,0
9566,0.34
10545,1
9894,2.19
11543,0.93
9268,2.42
52059,0
9327,2.38
123763,0
81949,0
42005,0
124306,0
183955,0
44535,0
44495,0
78285,0
11228,1.99
10779,0.98
26748,2.65
38223,0
9294,4.75
49963,0
11363,2.71
1645,3.81
31546,0
77056,0
36344,0
18550,0.69
11511,0
172198,0
34170,0
281085,0
109478,0
124645,0
12606,0
69895,0
35206,0
151489,0
4837,0
12632,0
9098,0
282919,0
124614,0
18975,0
11962,0.36
2925,4.48
28628,0
3595,3.87
9308,0
92381,0
18555,0
12123,1.2
10830,0.93
3573,3.71
10546,1.38
18862,0
31417,0
9431,0.37
124619,0
297645,0
48144,0
46986,0
144982,0
47907,2.11
10061,0.85
36266,0
549,1.02
10478,1.2
66634,1.5
116690,0
213917,0
145925,0
100914,0
238,40.84
159,0
11134,22.76
88224,0.86
132641,0
42758,0
9303,1.56
23945,0
37820,0
22479,0
9054,0
241058,0
11985,0
10232,0
59569,0
410921,0
38955,0
110513,0
114089,0
11015,0.57
9306,1.24
12559,0
58770,0
124851,0
3587,0
10723,0.9
56077,0
19004,0
101230,0
253632,0
10987,3.02
44705,0
20318,0
43596,0
79782,0
26933,0
27854,0
981,0
872,2.83
2769,1.65
13320,0
164,3.8
426,11.29
567,36.76
3078,13.85
13528,0
28288,0
213,3.32
284,8.33
239,8.67
4808,3.37
289,11.92
963,2.67
11113,4.24
6620,4.47
804,8
26531,0
909,0
630,12.16
770,100.04
31044,0
599,2.85
15,27.65
62,6.54
121357,0
705,0.05
22490,1.34
223,4.66
25670,0
303,12.23
4174,4.67
8356,0
381,3.5
20758,0
29376,0
1859,1.67
18299,0
17281,0
64382,0
10907,1.96
32093,0
1939,1.96
22292,0
3598,0
3080,5.26
198,0
13562,0
1712,6.48
220,5
3529,6.29
3085,0
2897,7
1585,3.03
3083,6.4
900,0
43795,0
85638,0
50001,0
43905,0
22688,0
23114,0
26378,0
40206,0
22356,0
260,0
43488,0
22613,0
10331,263.16
488,8.27
22733,0
261,5.86
57575,0
32574,0
22657,0
76464,0
22649,6.25
176841,0
125587,0
39448,0
52855,0
39940,0
172868,0
85328,0
124632,0
11076,0
63945,0
58985,0
890,0
10861,2.07
1770,0.6
44465,0
2033,0
18203,0
9333,0.71
47260,0
9400,4.62
9401,0
12241,0.02
25739,0
161806,0
11306,0.46
9625,0
10680,0
6346,0.45
18660,0
35115,0
14821,0
14136,0
10869,0
22660,0
19186,0
31102,0
6878,0
15944,0
18444,0
20723,0
173,5.64
864,11.06
24795,0
11224,90.89
81310,0
15947,0
9078,7.39
29682,0
8367,8.14
433,17.05
11360,1.97
11114,0
12335,0.9
12092,190.67
10948,2.48
11229,0
15121,34.9
562,5.03
10163,3.21
48862,0
117036,0
47199,0
11159,2.98
9591,0
30500,0
41843,0.12
55058,0
10938,0
11412,1.38
10586,1.5
42314,0
27845,0
108365,0
23223,0
49471,2.39
38153,0.05
25147,0.06
9716,0
43777,0
454,10.16
10218,22.53
819,3.76
38191,0
56830,0
11238,0
27256,0
31530,0
66473,0
28120,0
1834,0
26282,0
37218,0
252,1.33
116356,0
16372,0
11561,9.17
11302,5.92
623,8.33
583,5.01
12614,0
21711,0
11575,2.11
475,20.28
11331,0
521,2.14
21202,0
88,35.66
500,12.22
792,23.09
8491,4.65
402,7.2
10537,0.91
11386,16.88
9504,0.86
15764,2.5
601,75.52
67365,0
25842,0
2119,2.63
744,23.79
136311,0
221,0
702,4.44
25750,0
17642,0
427043,0
146341,0
9305,0
37616,0
11112,0
21612,0.1
141210,0
102461,0
36998,0
200383,0
116844,0
1630,0.56
26626,0
124837,0
11816,0
11843,8.37
10379,2.04
2756,1.29
790,21.38
1103,8.37
11298,17.99
4480,0
4481,0
49688,0
10765,0
762,12.57
44497,0
85588,0
278621,0
99479,0
55049,0
124829,0
79306,0
356054,0
10548,0
531,0
104931,0
4483,0
18919,0
31556,0
26167,0
26174,0
61461,0
117500,0
218713,0
217802,0
127973,0
659,0
30892,0
86369,0
8074,0
124676,0
38554,0
49763,0.16
41326,0
36555,0
10608,0
11216,0
7452,0
64567,0
892,0.45
1600,0
26561,0
975,0
18129,0
54405,0
150823,0
409,8.59
38251,0
10161,22.85
1412,0
41768,0
10409,11.32
14285,0
2469,0
10174,7.25
31225,7.56
510,36.33
11455,0
1891,29.91
2493,1.93
85,21.66
68,0
679,9.91
429,5
13446,0
389,2.86
947,4.67
185,12.09
595,6.56
28,2.84
335,1.06
1892,17.7
144,1.28
1092,0
769,1.87
348,9.54
766,0
175,0
11645,0.35
10835,0
539,39.66
525,4.27
240,3.66
600,2.73
530,0
10705,0
279,2.89
3109,0
311,0
1578,1.28
703,9.56
9549,0.8
1398,0
387,6.07
9277,29.02
343,0
37291,0
490,0
11235,0
218,12.25
763,0.08
9665,1.49
18971,0
696,0
379,0.36
207,14.38
37247,34.98
1480,2.71
9322,0
826,9.07
422,0
829,5
828,0
3090,1.13
9964,0
3063,0
13667,0
694,2.32
235,6.54
832,0
765,1.65
5925,2.94
11778,3.33
4485,0
137,4.86
33,11.37
982,1.2
8428,0
212,0
105,20.06
1633,10.86
11202,7.48
1554,0
149,0.07
8009,0.37
903,5.41
11673,0
3034,30.81
339,0.58
10404,0
914,5.5
756,36.54
288,10.96
910,0
2640,0
16633,0
665,9.79
11031,1.89
11314,0
15143,0
89,9.88
10322,0
783,3.53
10644,0.59
11257,6.99
14370,0
12104,1.85
625,2.41
8816,0
830,1.71
2323,0
983,0
642,17.05
655,1.25
10341,0
639,5.8
266022,0
168450,0
30180,0
31388,0
41801,0
66034,0
348138,0
96288,0
61536,0
18762,0
331367,0
8077,3.2
814,3.2
41671,0
27214,0
52263,0
33519,0
16235,0
11449,0
41848,0
25944,0
24913,0
49126,0
32076,0
571,4.56
8851,0
37843,0
32146,0
30346,0
6114,5.4
229,0
13549,0
9529,4.3
1598,5.21
11349,0
7340,18.78
6217,0
377,14.17
653,0
28198,0
794,21.76
31640,0
8744,0
25189,0
145,0
2212,0
199,3.26
7863,0
12498,24.44
9279,2.16
53234,0
17204,0
21539,1.2
85589,0
12709,0.83
20539,0
11674,5.94
199512,0
64900,0
1573,3.43
152,3.97
174,3.59
172,2.34
154,8.07
157,4.83
168,5.54
364,3.5
11967,3.44
9086,0
621,30.3
9037,1.15
10173,3.84
55687,0
168535,0
8845,4.47
46681,0
578,67.24
579,9.39
17692,4.29
17795,0
75,1.45
13891,0.05
9390,5.47
378,4.86
10896,0
2322,0
41240,0
26949,0
9819,0.56
49799,0
31908,0
46027,0
3179,0
1802,0
4232,12.36
9361,1.89
2928,0
30285,0
10549,0
58102,0
18451,0
27265,0
49935,0
8818,2.56
36758,0
36040,0
74239,0
9415,0
55146,0
303693,0
12145,0
42424,0
34314,0.21
2892,0
9404,0
85242,0
9622,0
8860,0.58
197537,0
66597,0
14832,0
9619,1.54
40506,0
31000,0
4104,0
26306,0.07
203829,0
43775,0
14908,0
784,0
12489,0
168283,0
16448,0
55936,0
17894,0
28059,0
58911,0
17949,0
1968,0
61563,0
66,1
20735,0
11419,1.46
333165,0
25796,0
638,0.25
25624,0.44
9366,1.2
60083,0
21915,0
90928,0
50091,0
18420,0
19952,0
9446,0
28005,1.37
9403,1.47
27322,0
10003,1.74
9311,0
11844,0
884,0
49806,0
1624,6.73
88423,0
16052,3
4477,1.56
24662,0.11
18423,0
76996,0
6499,1.8
50512,0.02
9405,0
12723,0
9360,3.04
9434,0
118991,0
21626,0
13982,0
93946,0
77223,0
31465,0
12793,0
102878,0
105763,0
9611,0
47694,0
10357,0
9977,0
816,4.1
2163,1.39
124680,0
16399,0
124843,0
31017,0
24645,0
49478,0
12499,0
18,2.93
68545,0
1811,0
109614,0
60082,0
53023,0
64802,1.45
11239,0
50850,0
15321,0
2058,0
9450,0
125021,0
330,3.14
38523,0
16375,0
33660,0
59232,0
45671,0
17770,0
15170,0
1701,2.99
201445,0
26422,0
124642,0
1639,1.03
49235,0.02
106129,0
291634,0
107743,0
415,1.91
47686,0
65889,0
11103,0
11970,2.97
34941,0
407992,0
8874,7.88
17991,0
11956,0
266,0.59
754,3.07
37567,0
43771,0
124834,0
249358,0
111367,0
607,6.55
18080,0
38225,0
17834,0.3
686,1.9
65046,0
4421,0.96
9387,3.96
10603,0
2142,2.99
8413,0.44
10336,2.2
20737,7.71
9413,2.33
14585,0
18519,0
49462,0
8834,1.83
9458,0
8854,0.11
38295,0
22073,0
37244,0
4961,0.85
9416,0
26180,0
17832,0
9772,3.71
6072,0.29
1669,6.64
468,0
32519,0
108401,0
10806,0
9433,0
6623,0
2118,3.61
978,1.88
9437,2.24
29461,0
56651,0
10351,3.14
66588,0
2649,2.19
14289,0.27
10155,0.35
75250,0
20457,0
18355,0
33657,0
55306,0
68924,0.45
36434,0
2255,48.09
28353,0
9427,73.67
172545,0
17589,0
3597,7.39
1813,2.68
36797,0
12628,0.33
33344,0.42
25099,0
45019,0
63437,0
62422,0
782,0.35
29911,0
9827,0
1959,0
251481,0
8067,0
125052,0
45153,0
10871,0.18
14398,0
10890,8.53
99002,0
1281,13.96
32332,0
9770,0.21
12616,0.11
34838,0
14905,0
14583,0
11975,1.15
4995,2.87
9281,5.73
45928,0
563,1.15
61337,0
19931,2.99
31535,0
10215,9.67
9823,1.71
37165,4.4
45609,0
38904,0
45565,0
9407,0
4824,2.66
9444,2.64
9414,0.69
8078,2.31
29938,0
11831,2.06
2895,0
39177,0
19601,0
124606,0
42832,0
22797,0
2639,0.53
9574,2.22
10371,0.9
489,22.59
167738,0
293820,0
9714,2.47
102406,0
170430,0
8197,0.72
6283,3.22
279698,0
49728,0
64562,0
4233,7.18
191874,0
10217,0.65
438108,0
597,9.23
714,3.03
52537,0
12799,0
62394,0
9922,0.22
547,3.11
25994,0
184,3.31
9746,0.2
9438,0
115,3.08
26941,0
27103,0
9410,2.22
32302,0
216794,0
88863,0
154821,0
41417,0
12538,0
586,4.28
2666,1.01
46338,0
54007,0
11258,0.28
9490,2.18
9411,0
25719,0.1
9033,0
11220,0
21253,0
6116,4
9457,0.25
281289,0
43911,0
39424,0
44361,0
11702,0.64
2923,0
12238,0.09
11568,0.5
41577,0
66894,0
11003,6.85
10153,0.17
49645,0
47112,0
102732,0
30949,0
2898,6.28
9558,2.55
83593,0
320011,0
26269,0
11808,1.71
6970,0
47452,0
18205,0
36943,0
21736,0
17941,0
10668,0
9313,0
42807,2.81
617,3.36
36568,0
37272,0
5910,0
9440,0
53092,0
32911,0
44308,0
124821,0
32456,2.06
93350,0
62695,0
32144,0
17127,3.13
40688,0.19
17133,0
19848,0
17644,0
1774,0
30265,0
2157,1.7
70581,0
8838,0
29193,1.38
795,3.61
16980,0
27472,0
47881,0
9469,0.86
12488,0
98499,0
81367,0
267,0
16148,0.4
21252,0
73135,0
9449,0
6264,0
90414,0
188870,0
215373,0
78149,0
15513,0
31220,0
13907,0
29825,0
10622,1.48
30020,0
17139,0
34582,0
10216,0.55
9771,0
24560,0
76330,0
9448,2.08
38618,0
18316,0
78373,0
77514,0
49474,0
4415,0
39467,0
55561,0
8656,1.87
209345,0
58680,0.62
35161,0
35796,0
18937,0.95
929,2.92
9452,0.97
1878,0.58
9844,1.18
40505,0
14342,0
9715,0
26610,0
20064,0
40961,0
1965,2.13
312,0
6068,2.34
15037,2.56
50043,0
37636,0
17044,0
60951,0
21334,5
416437,0
32284,0
51955,0
37410,0
47481,0
53765,0
10674,3.38
136134,0
846,2.87
12655,0
3050,4.15
1389,1.62
11020,0
20862,0
108548,0
9464,1.58
95,3.96
944,2.04
35680,0
11551,1.37
473,53.69
102304,0
544,16.08
10513,0
28966,0
65203,11.5
143,0
42861,0
33680,3.71
56164,6.46
12311,2.29
43277,0
43278,0
34106,4.52
43266,4.8
27367,10.04
17661,0
28580,8.8
887,11.26
33667,3.9
23383,0
25430,0
27191,9
11426,18.48
654,10.55
15919,8.75
1725,7.28
5769,37.6
874,7.27
10633,13.69
17917,3.74
3116,12.44
1051,22.87
1366,117.24
12102,13.28
16619,0
9443,10.72
11050,0
606,4.15
746,1.91
380,16.51
403,19.44
11485,0
466,0
13820,1.53
15389,0
13597,0.51
2108,51.53
10014,10
10072,8.96
10131,10.36
10160,2.77
11284,3.17
4488,108.64
9725,17.38
9728,9.17
9730,12.68
9731,9.97
10225,6.49
10281,6.85
10283,2.8
948,233.33
11281,10.21
10676,5.76
11357,3.55
11361,2.33
36599,14.8
39929,0
41828,0
41769,0
10585,4.91
11186,2.75
11187,1.58
609,11.42
11133,2.16
10306,1.35
9552,55.16
11586,2.2
11587,0
941,8.01
942,9.11
943,9.19
927,13.92
928,0.83
9340,3.24
9342,2.63
38509,0
60033,0
12101,0
19,0.01
165,8.3
196,6.11
551,16.91
16084,0
17984,0
22328,0
32611,0
3170,311.71
346,0.14
859,2.48
841,0.77
11051,1.2
242,2.53
1411,1.04
9769,0.02
9424,1.17
9835,1.9
857,6.88
17539,0
44322,0
22777,0
20173,0
10957,0.85
9570,1.79
16249,0
13962,0
14612,0
19378,0
65157,1.63
29228,0
19379,0
11164,0
18887,0
40866,0
24736,0
10122,0
24816,0
9994,2.76
25445,0
12129,0
14140,0
10439,1.41
11158,1.47
9354,6.96
28736,0
34774,0
37969,0
9631,0.89
9820,0
14013,0
36606,0
96196,0
98505,0
1779,41.91
10849,0.71
678,0
907,10.17
5961,0
47908,0
42121,0
2887,0
11974,2.03
20348,0
26648,0
11911,0
793,1.43
35144,0
9325,51.46
43037,0
10340,0
10144,5.56
10414,5.08
10437,0
15300,0
12230,53.97
13380,0
10693,21.85
11335,0
11135,1.25
11319,59.35
14822,0
15969,0
13155,0.45
10249,1.48
15943,0
10882,8.5
24808,0.3
19762,0
13850,0
2619,8.73
65158,0
53565,0
41841,0
27332,0
97,1.94
10419,0
11675,3.24
2107,0
6471,0
9442,0
11591,0
13697,0
19158,1.1
227,3.37
87,11.89
123,7.62
9314,0
11336,2.08
9980,0.74
10657,0
10489,4.24
10823,17.5
11497,1.96
2907,6.38
9454,2.53
8688,1.42
118452,0.14
16155,0
48894,0
23954,1.77
12761,0
396,4.5
14367,0
11814,0
16081,0.5
18331,0
15171,0
11837,3.71
11704,2.1
11639,2.71
4978,9.39
10380,0
11976,0.62
15144,3.64
11522,0
11557,0
13853,0
11415,0
37530,0
8393,12
11937,0
21661,0
9320,0.81
33644,1.88
14662,0
125124,0
115872,0
39930,0
10692,0
805,10.44
34584,0.75
34636,0.51
2182,0
28070,0
77469,0.94
10278,0
36647,2.92
17915,0
14557,0
9417,0
41469,0
19381,0
34637,0
4011,4.89
161795,0
1580,1.47
5854,3.95
573,3.6
2370,1.5
5780,4.33
506,3.28
22527,1.67
574,4.1
11219,5.83
30159,0
845,5.83
1978,0
3682,1.29
51942,0.81
46702,0
54795,0
46748,0
847,1.64
117,3.05
14577,0
37498,0
38621,0
59138,0
28047,0
4175,0
31667,0
13321,0
21734,0
31997,0
24197,0
11462,4.08
31995,0
940,0
2762,0
12684,0
2761,0
8208,0
52907,0
15007,0
36049,0
52748,0
75793,0
47695,0
31930,0
20213,0
543,0
36054,0
143750,0
52782,0
36055,0
36056,0
2760,0
64398,0
10220,1.91
431,2.01
31641,0
223318,0
69848,0
22796,0.91
22256,0.03
37550,0
37916,0
21873,0
21500,0
84116,0
12626,2.56
37818,0
3525,3.68
129628,0
2321,2.15
2028,0
16384,0
91217,0
77314,0
10699,0
11597,0
218624,0
47947,0
48311,8.75
44772,0
14347,0
41090,0
18282,0
18169,0
11082,0
5971,0
11933,0.21
20096,0
30815,0
881,6.08
4478,7.02
22318,0
53113,0
2109,7.41
122289,0
24746,0.06
72987,0
193103,0
8195,0.76
9877,5.18
26618,0
21132,0
11855,0
24016,0.08
14785,0
14794,0
3486,0
11071,0
1091,1.31
10403,2.71
11337,1.04
162,2.65
25723,0
73351,0
8916,2.86
28134,0
9429,1.78
12159,0.84
27791,0.57
43106,0
30197,0
10156,2.88
10377,5.83
3121,0
4975,0
37532,0
9713,0
134368,0
85837,0
1039,0
9821,0
4437,1.44
1890,0
1955,5.2
39437,0
11932,2.03
6435,0.62
108316,0
10683,0.94
63709,0
9445,0
2657,0
9425,0.19
32326,0
637,11.47
8675,0
125762,0
20701,4.66
9945,0
73,1.19
18603,0
46889,1.08
12888,0
3033,0.65
9882,1.67
10663,8.09
4518,2.74
1808,0
3600,0.62
17037,0
297,1.59
5332,0
21589,0
8336,0
11893,0.88
123056,0
12223,0
32081,0
14924,0.71
10002,0
41817,0
19426,0
12560,0
9798,2.78
14444,3.35
9487,3.03
9466,0
666,1.93
2042,0
10162,0
309,0
692,500
24018,0
1678,0
39256,2.05
1680,0
244,14.88
10730,3.94
31947,0.47
8130,5.48
11532,0
9749,7.45
14628,4.37
9626,0.39
13698,0
10466,5.5
707,5.08
11954,0
9336,32.49
10157,0
12118,0
10587,0
11825,0
11895,0
9447,0.77
12257,0.7
37536,2.64
10029,0.33
27104,0
11252,0.62
8545,0
10223,0
9745,0
200,1.69
9837,3.12
11545,1.9
1934,11.57
110643,0
11881,0
13764,0.47
24951,0
8879,0
1369,6.83
1368,8.35
1370,3
10303,3.87
9326,8.66
10328,0
11285,1.43
1367,28.6
1371,15.88
1374,9.69
1375,2.86
15196,0.98
11904,0
215875,0
15596,0
13818,0
29968,0
44326,0
1885,11.35
8856,1018619.28
10495,0
5825,2.64
9489,3.86
16885,0
76857,0
8741,1.89
9276,2.69
9822,0
39314,0
10312,4.05
9441,0
9422,0.81
125582,0
24525,0
10368,1.75
11365,0
140897,0
31662,1.06
36136,0
1363,0
46992,0
825,0.2
22913,0
15556,0
28902,0
14709,0
9423,0.19
14443,0
10658,1.03
6917,0
40729,0
24086,0
11815,4.29
9426,4.04
10344,0
15698,0
2620,1.33
30497,363.05
16337,1.71
25018,0
16780,0.31
12151,0
25438,0
33278,0
274253,0
192,3.86
10945,0
10013,2.3
9671,65.64
9396,0
11038,0
12278,0
11873,3.79
18588,0
10015,2.85
12715,0
8388,0
45712,0
6187,0
8129,0
1618,0
10722,0
296543,0
10314,10.32
125548,0
47139,1.87
11167,0.56
170187,0
2112,1.8
16172,0.73
111794,0
9524,0
20595,0
16306,0
11622,1.15
10207,1.49
9849,0.57
82865,0
18892,1.03
13466,0
1542,1.28
43978,0
15256,1.14
8224,2.42
18417,0
12479,0
15031,0
15209,0
26425,0
1847,0
42113,0
8913,5
10906,2.14
25748,7.76
25749,0
8769,0
14742,0
15856,0
10671,10.05
27932,15.67
7227,5
10670,0
5919,8.29
33518,0
40160,0
2362,0
10803,2.78
871,5.76
1685,6.33
1705,5.2
1688,5.71
1687,4.94
166680,0
11123,11.38
29723,0.93
31638,0
113286,0
9535,2.21
9455,0.61
796,7.23
100,2.89
47501,0
77936,0
84586,0
30943,0.74
107946,0
7341,0.85
10350,0
11772,0
9540,0.62
31503,0
11773,0
30202,0
22345,3.04
53685,0
1567,0
1641,1.25
47288,0.48
10212,0
10354,0
11526,0
8583,0
123728,0
16520,4.68
16508,0
11374,0
16379,0.27
125123,0
28029,0
603,7.36
4951,3.34
65749,0
8970,0.39
9840,0
186705,0
30950,0
70687,0
11660,8.08
9430,4.38
11355,3.38
18764,0.84
9465,1.09
27455,0
1414,0
49981,0
6522,0.92
114719,0
10209,0
25512,0
143299,0
22826,0
1902,0.13
445590,0
6396,0
39964,100
12596,0
9451,0
1946,0.19
89522,0
